id;nome;email;telefone;cpf;data_hora;valor;observacao
2913;Thiago Rafael Almeida;52.cg@gmail.com;(95) 92125-4702;664.306.864-99;08/05/2021 07:35:10;R$ 227.946,84;auto|auto|???|atenção
2914;Daniela Santos;nku9apju@GMAIL.COM;(93)94650-6813;088.720.840-62;10/08/2023 16:49:42;R$ 38.048,69;duplicado|atenção|duplicado
2915;Ursula Natália Tavares;ds.d5a3olk03@loja.com.br;(91) 990757074;934.042.020-07;22/11/2024 16:09:29;R$ 71.720,58;anexo|auto|reenviado|erro|???|falhou
2916;Sabrina Pereira;ak_am6gmail.com;(96)98698-9241;670.737.581-81;23/05/2021 12:40:45;R$ 23.007,69;atenção|manual|tmp|normalizar|duplicado|???|###|***
2917;Natália Castro;1suxo2ox7l00@gov.br;(98) 952368775;100.943.818-7;14/09/2025 22:42:44;R$ 176.455,24;###|atenção|obs|erro|???|protocolo|anexo|json
2918;Bruno Vinícius Nogueira;7ag_xm0n@ufpa.br;98 992651059;580.888.879-57;18/02/2025 00:52:50;R$ 57.835,80;???|erro|atenção|obs
2919;Natália Silva;o1ay18@UFPA.BR;(97) 92174-3371;659.011.537-67;25/01/2022 16:33:48;R$ 44.916,79;???|protocolo|revisar|id|LIMPAR
2920;Vinícius Cardoso;95 57047-7337;980.185.183-38;07/12/2021 04:12:11;R$ 134.556,44;anexo|revisar|ticket|pendente|atenção|tmp
2921;Larissa Santos;ewitvdg8c@loja.com.br;(96) 91244-7831;374.075.248-21;16/03/2023 20:05:57;R$ 103.017,16;falhou|ok|URGENTE|###|falhou
2922;5kj9p2fzj6vo@.com.br;(95) 56306-7043;808.212.448-94;08/03/2023 20:35:21;R$ 213.602,21;duplicado|auto|***|revisar
2923;Sabrina Kleber Costa;pbvaef4w6a@ufpa.br;97 926714529;820.052.295-92;05/05/2024 02:41:57;R$ 86.104,64;###|???|duplicado|id|obs|anexo
2924;Patrícia Fernanda Cardoso;omzyy@@bol.com.br;(95) 97601-9931;799.450.374-69;29/03/2022 06:23:59;R$ 162.931,12;URGENTE|???|manual|normalizar|tmp|anexo|reenviado|ok
2925;Larissa Helena Souza;93 985492122;988.950.098-07;09/08/2025 06:27:26;R$ 148.618,86;pendente|obs|auto
2926;Thiago Oliveira;ztrqyrb@UFPA.BR;(91) 970914105;230.155.960-69;08/09/2024 11:10:23;R$ 60.482,10;erro|obs|id|anexo|manual|pendente
2927;Fernanda Pereira;fmilo84_35@hotmail.com;(99) 91029-9935;914.752.435-30;17/02/2023 18:00:56;R$ 43.066,48;manual|anexo|LIMPAR|ok|tmp
2928;Otávio Monteiro;ylutyf12kf@ufpa.br;(96) 931947633;911.423.475-1;13/09/2021 21:58:24;R$ 857,96;###|ok|protocolo|falhou|duplicado
2929;Kleber Almeida;r6wro1gpgmail.com;91 55535-6257;824.790.133-78;11/08/2021 14:41:51;R$ 51.303,59;csv|???|ticket|LIMPAR|revisar|erro|***|anexo
2930;Igor Barbosa;pzacdqhr@ufpa.br;(95) 977449002;006.143.537-04;07/11/2023 19:44:46;R$ 65.364,65;URGENTE|erro|falhou
2931;Larissa Cardoso;bmb.wc@bol.com.br;98 56398-6619;735.526.491-48;04/11/2024 02:42:27;R$ 200.027,78;duplicado|atenção|obs|pendente|reenviado
2932;Marcos Larissa Castro;8.po4fmt5j.y@@loja.com.br;(94) 98716-2466;279.694.71-23;11/09/2021 16:44:33;R$ 6.932,18;anexo|ticket|normalizar|protocolo|pendente|pendente
2933;Juliana Santos;hh1xyn8kwb@gov.br;95 910756573;046.911.179-73;25/08/2022 04:46:54;R$ 20.670,01;manual|###|URGENTE
2934;Ursula Tavares;gvwt3n0n@.com.br;(93) 56861-8655;580.701.43-74;11/12/2021 16:13:02;R$ 189.221,62;LIMPAR|normalizar|URGENTE|tmp
2935;Larissa Silva;aim73lzu81@UFPA.BR;(94) 96249-8980;885.588.936-47;21/04/2025 03:27:59;R$ 85.427,30;erro|erro|erro
2936;Igor Castro;3kc371@empresa.com.br;(95) 955309440;932.565.507-7;08/06/2022 15:46:50;R$ 203.891,89;URGENTE|###|???|pendente|duplicado|manual|pendente|obs
2937;Carlos Almeida;zaxs3@loja.com.br;(93) 91785-6789;025.684.644-72;17/06/2023 15:38:12;R$ 177.750,61;normalizar|ticket|revisar
2938;Juliana Tavares;62g9st@gmail.com;98 948448459;582.159.174-79;08/03/2021 23:43:19;R$ 205.804,98;protocolo|ticket|pendente|obs|###|csv
2939;Sabrina Zuleica Pereira;12hho@hotmail.com;93 915384468;806.675.20-65;24/01/2024 20:27:47;R$ 170.454,41;???|ticket|pendente|***|LIMPAR|obs|URGENTE
2940;Helena Souza;z2qrte136z@loja.com.br;(99) 91561-1048;919.289.299-19;19/10/2021 03:09:53;R$ 49.683,18;falhou|csv|***|ticket|manual|revisar
2941;Patrícia Castro;1_5eufpa.br;(95) 932312606;769.182.504-26;14/05/2023 16:37:11;R$ 228.743,42;***|protocolo|ticket|falhou|manual|ticket|tmp|normalizar
2942;Sabrina Costa;ni5kro16fb@@bol.com.br;(94) 99804-6592;010.977.202-54;17/08/2022 03:16:25;R$ 9.420,20;protocolo|auto|tmp|tmp|obs|reenviado
2943;Natália Vinícius Barbosa;w_3knt5sf5@GMAIL.COM;(98) 92518-8741;248.652.799-83;14/10/2023 13:47:06;R$ 218.780,04;ok|revisar|json|normalizar|protocolo
2944;otávio cardoso;0k6sclf@loja.com.br;96 911835273;774.386.115-04;21/03/2023 15:46:10;R$ 68.543,52;protocolo|???|auto
2945;Vinícius Mendes;q6hcr@bol.com.br;(97) 92349-5683;866.205.244-56;26/10/2024 20:32:31;R$ 43.221,40;ticket|protocolo|obs|LIMPAR|erro
2946;Sabrina Marcos Oliveira;8_9ops1k@gmail.com;(91)93316-5260;698.055.287-23;19/03/2024 23:22:35;R$ 35.724,17;ok|id|###
2947;Thiago Tavares;stp.tt.tk8@outlook.com;95 911555302;926.186.971-2;14/01/2023 03:47:50;R$ 127.770,92;???|erro|protocolo|###|anexo|tmp|duplicado
2948;Bruno Sabrina Araújo;j1jed15@loja.com.br;98 12673-5270;412.337.457-5;02/01/2021 07:37:55;R$ 125.658,68;tmp|json|atenção|protocolo|anexo
2949;Gabriel Bruno Pereira;km5oe@outlook.com;(99) 97517-7919;617.931.541-28;09/01/2023 06:41:31;R$ 139.583,49;falhou|auto|pendente
2950;sabrina ursula santos;16gl1s@hotmail.com;(99) 96458-6235;439.438.566-41;13/04/2025 03:46:02;R$ 109.205,04;obs|anexo|???|pendente|falhou|csv|atenção
2951;Ursula Eduardo Tavares;o8u92hi9r63@gov.br;(96) 990495197;965.733.093-98;27/02/2024 03:48:29;R$ 212.241,96;json|***|falhou|anexo|LIMPAR|reenviado
2952;Quésia Igor Araújo;8jyjg@outlook.com;(91) 943274188;406.191.344-0;03/06/2025 08:11:09;R$ 129.737,30;csv|###|manual
2953;Vinícius Monteiro;kh.cfq4@gov.br;91 78720-2930;400.226.42-62;27/02/2025 00:27:49;R$ 212.798,78;id|csv|ok|duplicado|***|normalizar|csv|normalizar
2954;Rafael Almeida;2iwqy5euus@ufpa.br;(96) 99139-7952;817.282.869-49;R$ 200.521,88;falhou|obs|id|manual
2955;Fernanda Daniela Costa;ehd.8y644fkn@loja.com.br;(99) 99518-4731;573.744.677-40;25/10/2022 19:54:54;R$ 119.168,38;normalizar|anexo|duplicado|ticket|revisar
2956;Otávio Mendes;vkrtnsl@loja.com.br;(94) 95814-1434;005.946.032-21;16/06/2021 19:47:13;R$ 154.192,80;pendente|erro|***|erro|falhou|id|URGENTE|LIMPAR
2957;marcos bruno cardoso;2s_7q8g@hotmail.com;(92) 91013-7266;845.221.711-85;15/06/2021 22:49:08;R$ 244.308,25;LIMPAR|???|id|auto|pendente|reenviado
2958;Bruno Zuleica Lima;s21mx18@loja.com.br;(97) 94172-9116;458.023.715-27;02/04/2022 11:52:55;R$ 144.381,61;ok|LIMPAR|normalizar|duplicado|manual|ticket|json
2959;Vinícius Almeida;wr1jiumpd@outlook.com;(97)96607-1118;367.668.657-81;17/07/2021 19:09:12;R$ 156.858,33;tmp|ok|reenviado|json|obs|obs|duplicado|anexo
2960;Fernanda Araújo;hhpuv@empresa.com.br;93 926904818;377.334.327-20;11/09/2025 15:49:13;R$ 199.829,28;anexo|erro|revisar|erro|LIMPAR|reenviado
2961;Quésia Gabriel Almeida;esckbr@ufpa.br;(97) 985105529;488.825.359-83;16/09/2022 05:52:06;R$ 16.434,41;reenviado|id|ok|ticket|duplicado
2962;Fernanda Ursula Araújo;0rv63t44w1@ufpa.br;(99) 98867-6606;68492827037;24/09/2024 14:14:19;R$ 218.023,22;json|falhou|falhou
2963;Kleber Rafael Oliveira;kqasr9yr@outlook.com;(93) 59407-4793;644.812.058-26;06/09/2022 08:11:03;R$ 196.005,68;URGENTE|URGENTE|normalizar|LIMPAR|reenviado|anexo|ticket
2964;Yasmin Carlos Silva;@ufpa.br;(99) 971714694;608.868.110-69;R$ 147.488,35;duplicado|json|duplicado|normalizar|???|pendente|protocolo
2965;Sabrina Yasmin Castro;0xb1io6i9t@gmail.com;97 955443328;669.187.081-98;19/12/2023 08:01:40;R$ 77.128,10;ticket|URGENTE|duplicado|reenviado|obs|reenviado
2966;Thiago Natália Mendes;wvk5_t2@loja.com.br;93 927377215;961.459.155-9;05/05/2021 14:20:34;R$ 42.569,04;anexo|ok|manual
2967;Kleber Castro;@bol.com.br;(91) 940413987;884.188.731-82;23/02/2024 18:38:10;R$ 102.377,31;???|tmp|LIMPAR|reenviado|revisar|csv
2968;Sabrina Daniela Araújo;zndcn@hotmail.com;99 927068563;179.615.288-54;07/09/2021 07:51:38;R$ 161.895,27;***|pendente|manual|LIMPAR|###
2969;Kleber Vinícius Tavares;zi7j6c@ufpa.br;99 983158571;899.599.602-35;23/04/2023 15:34:47;R$ 84.487,68;***|protocolo|json|???
2970;Fernanda Almeida;6ewtzrw5946@gmail.com;(97) 53997-2766;991.784.750-02;25/06/2024 22:37:46;R$ 233.220,74;reenviado|???|id|reenviado|falhou|erro
2971;Vinícius Fernanda Barbosa;axv78.2rg@gov.br;(97) 941705416;670.945.312-41;25/04/2021 13:39:03;R$ 104.678,73;###|duplicado|id
2972;Sabrina Daniela Lima;ew9as7@gmail.com;(98) 93657-5241;436.564.110-36;02/01/2024 04:16:56;R$ 209.027,22;***|###|id|###|duplicado
2973;William Lima;e8p6y@empresa.com.br;(98) 911939009;846.963.619-44;23/07/2024 18:04:00;R$ 121.379,32;revisar|normalizar|tmp|falhou|###|id|id
2974;Ana Araújo;oz3i2o7@@ufpa.br;97 940326187;365.826.870-61;10/05/2025 12:06:20;R$ 235.361,53;json|manual|csv
2975;Sabrina Souza;@gov.br;(98) 98267-6291;24892670330;11/05/2024 17:18:27;R$ 91.374,95;duplicado|erro|ok|###|manual|falhou|anexo
2976;Daniela Thiago Pereira;ss.bl8q@bol.com.br;(93) 93453-3846;97459090238;01/09/2022 23:25:56;R$ 22.082,47;pendente|id|json|id|duplicado|???
2977;Ursula Mendes;92iozgkk3yja@ufpa.br;(91)95889-8806;812.059.404-53;21/03/2022 13:46:25;R$ 31.502,03;id|csv|ticket|csv
2978;Helena Oliveira;1ob512kempresa.com.br;98 918085210;801.931.347-06;12/12/2024 08:10:34;R$ 235.201,26;LIMPAR|obs|ok|???|###
2979;larissa barbosa;72i61oofr1vb@ufpa.br;(93) 98748-6759;544.503.379-96;26/12/2025 13:01:23;R$ 1.464,77;normalizar|???|ok|id|obs|json|manual
2980;Yasmin Carlos Almeida;lfk97m@gov.br;(97) 95671-5247;932.744.614-68;31/12/2023 07:41:20;R$ 142.818,22;URGENTE|anexo|URGENTE|URGENTE|manual|json|atenção|ok
2981;Kleber Souza;kjznpjajn.h@gov.br;(93)92476-1161;06/12/2024 06:25:46;R$ 196.084,82;tmp|LIMPAR|***
2982;Yasmin Quésia Araújo;@bol.com.br;96 993978689;664.381.051-72;12/01/2022 04:18:04;R$ 13.781,21;ok|json|reenviado|ok|atenção|anexo
2983;Rafael Silva;x1cv1b@@bol.com.br;97 14348-3137;492.389.965-42;01/06/2024 10:49:31;R$ 79.823,02;protocolo|ticket|tmp|duplicado
2984;Kleber Castro;ijeeyqbh@bol.com.br;(93) 53502-3727;111.479.912-59;30/10/2021 01:48:16;R$ 239.603,52;reenviado|???|auto|reenviado|json|tmp|atenção|###
2985;Zuleica Barbosa;7x8nn8x@loja.com.br;(93) 922874728;805.985.627-96;07/10/2025 17:35:48;R$ 224.901,33;normalizar|###|id|tmp
2986;Vinícius Yasmin Mendes;0dgvioe0_m@outlook.com;96 86775-5865;543.746.883-02;12/07/2025 17:17:23;R$ 179.013,39;atenção|LIMPAR|auto|erro|erro
2987;Juliana Lima;uvm3yf3x@loja.com.br;(99) 956360728;164.506.436-61;27/12/2021 14:47:32;R$ 201.626,56;anexo|atenção|normalizar
2988;Ursula Nogueira;gatajrxopw@empresa.com.br;(92) 97008-3427;035.651.327-61;14/06/2021 09:46:01;R$ 154.607,44;json|???|pendente|obs|id|LIMPAR
2989;Ana Gabriel Araújo;ltvn3jr2l@outlook.com;93 958615828;796.872.227-05;28/10/2021 03:52:12;R$ 6.792,51;anexo|ticket|ticket|URGENTE|LIMPAR
2990;Larissa Mendes;geqy7@ufpa.br;(99) 910363234;922.173.634-44;20/06/2021 22:30:02;R$ 249.678,10;***|ticket|ok|ticket|json
2991;Igor Souza;nbnojc.a2442@gov.br;(91)99358-3315;02/08/2024 19:09:39;R$ 179.001,54;ok|duplicado|json
2992;Natália Barbosa;xxk07@loja.com.br;(95) 97712-7105;895.237.815-31;13/04/2025 12:45:02;R$ 189.620,93;ticket|erro|ticket|erro
2993;Yasmin Costa;j52czn80yejj@hotmail.com;99 960817448;213.737.929-45;09/12/2022 09:51:49;R$ 106.734,81;duplicado|anexo|json|revisar|anexo|ticket|pendente
2994;Quésia Almeida;0_3ssaja26j3@gmail.com;(97) 915355175;522.989.192-91;28/06/2024 14:56:26;R$ 56.596,96;tmp|erro|LIMPAR|***|ticket|atenção
2995;Daniela Zuleica Castro;u602fr6@hotmail.com;(92)93285-7405;885.815.332-79;08/07/2023 20:09:05;R$ 116.117,29;manual|erro|ticket|falhou
2996;Quésia Monteiro;rggfw@@loja.com.br;(94) 91876-2635;213.537.863-30;14/12/2024 18:36:20;R$ 120.450,38;protocolo|???|URGENTE|anexo
2997;Gabriel Bruno Cardoso;iw8ozoqx@bol.com.br;(91)98213-8499;600.381.941-6;01/12/2023 04:07:20;R$ 80.917,92;pendente|anexo|normalizar|???
2998;Larissa Yasmin Oliveira;6.rxy1srhhotmail.com;(96)96396-5085;12444574137;05/02/2022 09:45:43;R$ 30.435,99;tmp|reenviado|reenviado|atenção|duplicado
2999;Natália Monteiro;x8up7.q55o@loja.com.br;96 96831-5251;346.079.757-44;27/10/2021 23:22:24;R$ 139.296,84;anexo|json|***|revisar|ticket
3000;Bruno Almeida;qanx5ms@loja.com.br;(98) 97154-1882;507.795.381-76;22/02/2021 01:56:50;R$ 36.699,04;manual|anexo|URGENTE|auto|csv|URGENTE
3001;Carlos Eduardo Silva;3tqp1e@outlook.com;(93) 915908508;094.384.761-53;16/05/2021 19:07:44;R$ 175.079,93;auto|URGENTE|pendente|manual|id|pendente|json
3002;Otávio Cardoso;d2nwu9cq3zr@@gov.br;(98) 51463-8360;642.819.43-35;06/06/2025 08:02:41;R$ 205.669,36;ok|erro|obs|revisar|manual|ticket|ok|auto
3003;William Souza;c1nuvhwo@empresa.com.br;(91) 955979583;413.827.366-11;16/04/2022 11:13:24;R$ 8.584,18;manual|revisar|ok|###|pendente|reenviado|obs
3004;Larissa Bruno Mendes;83os3d@ufpa.br;96 961995257;464.633.123-05;21/05/2023 09:16:17;tmp|revisar|atenção|***|normalizar
3005;Zuleica Souza;f301ynyvsz@gov.br;(97) 947280327;510.947.415-74;18/02/2024 03:53:56;R$ 116.724,51;tmp|obs|manual|normalizar|anexo|falhou|ticket
3006;Marcos Santos;jh59q@gov.br;(99) 95789-8949;241.274.826-97;02/03/2024 20:47:09;R$ 40.631,64;json|***|json|protocolo|###
3007;Daniela Castro;g93fghk7@outlook.com;(91)93847-4295;778.064.935-24;29/11/2021 19:16:56;R$ 150.322,16;###|ticket|obs|id|ticket|tmp|atenção|ticket
3008;Vinícius Lima;5pgncp_u1cp@gov.br;92 953307455;796.607.112-47;03/05/2022 03:04:30;R$ 142.224,24;###|anexo|revisar
3009;Sabrina Otávio Tavares;8b04@gmail.com;(94) 99963-6580;251.075.793-75;06/08/2023 02:24:03;R$ 193.144,07;***|csv|revisar|###
3010;Helena Souza;f6xo3560hd@gov.br;(95) 924135276;393.449.746-97;02/05/2022 08:16:43;R$ 210.286,88;URGENTE|URGENTE|duplicado|id|falhou|atenção|manual
3011;Fernanda Vinícius Oliveira;pg4comlc41@hotmail.com;96 996731645;631.438.108-69;25/09/2021 08:01:23;R$ 186.966,26;???|id|protocolo|LIMPAR|erro|tmp|auto|LIMPAR
3012;natália tavares;60io.n0601@@loja.com.br;97 972055911;360.356.068-93;05/06/2025 22:14:28;R$ 38.395,55;csv|???|csv|pendente|duplicado
3013;Patrícia Juliana Santos;7c03wd21@empresa.com.br;(91) 54319-2484;113.185.430-61;19/01/2023 01:19:07;R$ 123.551,21;reenviado|json|erro|atenção|tmp|tmp|pendente
3014;Otávio Carlos Costa;(92) 58114-9802;693.395.356-10;26/07/2022 11:06:31;R$ 131.939,60;atenção|json|atenção|json
3015;Thiago Vinícius Monteiro;ez251yy.g1r@UFPA.BR;(97) 931211948;261.107.508-83;04/09/2021 18:02:16;R$ 116.442,62;atenção|###|ticket|ticket|auto|URGENTE
3016;Carlos Thiago Monteiro;jz.edl5iwe@empresa.com.br;(94) 93243-7899;860.329.340-81;31/08/2023 20:21:19;R$ 36.799,35;manual|duplicado|ok|auto|erro|erro|duplicado
3017;Kleber Pereira;ptod2@bol.com.br;(96) 92746-1684;272.707.504-56;11/11/2024 13:15:46;R$ 90,58;csv|manual|json|LIMPAR|URGENTE|normalizar
3018;Rafael Castro;ojuwb0medx4i@outlook.com;(92) 998991826;419.169.778-15;30/08/2023 06:47:52;R$ 123.678,76;protocolo|URGENTE|LIMPAR|obs
3019;Igor Helena Silva;cr.50x9gs5@loja.com.br;(98) 98651-9784;608.287.189-80;08/06/2022 07:21:19;R$ 183.841,08;ticket|pendente|atenção
3020;Quésia Silva;w.v5@@ufpa.br;(92) 99051-6834;870.939.748-28;08/05/2023 21:58:59;R$ 17.393,76;???|json|anexo|LIMPAR|###|???|###
3021;Marcos Lima;a1g3gy@gmail.com;96 990697647;590.596.57-19;04/01/2022 15:51:47;R$ 3.069,69;falhou|normalizar|id
3022;Kleber Lima;@outlook.com;97 978847892;155.276.529-22;11/08/2024 01:55:44;R$ 72.279,45;ticket|pendente|erro
3023;Otávio Juliana Oliveira;eb1ie62@@empresa.com.br;95 960692537;049.459.209-87;03/09/2022 14:25:16;R$ 5.638,78;id|auto|atenção|protocolo|obs
3024;William Souza;vndf81jz@empresa.com.br;94 82743-5027;411.110.196-77;09/04/2024 01:16:34;R$ 160.327,11;###|manual|###
3025;Eduardo Helena Almeida;gbs03h7@gov.br;(94) 99383-9140;965.434.220-36;07/04/2023 15:03:05;R$ 203.939,92;LIMPAR|manual|atenção
3026;1a0nu6kvu09@gov.br;98 954937854;207.270.538-69;28/07/2021 04:48:27;R$ 232.138,14;manual|csv|duplicado
3027;Igor Monteiro;hy7b@empresa.com.br;(99)94093-2944;009.517.420-72;08/11/2022 15:42:25;R$ 38.168,67;json|ok|protocolo|auto|obs|anexo|id
3028;Helena Souza;(96) 957649900;267.361.941-57;17/07/2024 10:50:31;R$ 195.015,53;tmp|URGENTE|pendente|id|pendente|tmp
3029;Bruno Igor Souza;w031x0vzg@gmail.com;(96)92232-4470;455.875.23-94;14/12/2023 21:20:01;R$ 219.559,24;auto|ok|id|###|obs
3030;Quésia Lima;f93lx4l@loja.com.br;91 99813-4054;903.753.908-15;27/10/2021 01:59:03;R$ 14.366,14;***|pendente|protocolo|reenviado|falhou|auto
3031;Otávio Bruno Silva;k62_x2@bol.com.br;(99) 55510-1748;168.458.337-24;28/09/2024 11:17:29;R$ 132.611,10;anexo|atenção|falhou|pendente|???|tmp|revisar
3032;Yasmin Kleber Monteiro;ilb5j36wqt@gov.br;(92) 91727-1756;127.755.300-28;21/07/2024 03:07:14;R$ 228.740,04;pendente|normalizar|reenviado|json
3033;Carlos Cardoso;@gov.br;(96) 91960-6512;043.275.775-58;12/11/2024 03:39:01;R$ 203.389,35;manual|LIMPAR|***
3034;Otávio Rafael Lima;ywe40vkrwp@bol.com.br;(94)91335-2405;731.673.18-70;26/11/2022 07:43:46;R$ 97.047,40;protocolo|id|falhou|ticket|json|anexo
3035;Zuleica Bruno Castro;ptw0ilb7y6@bol.com.br;(91) 58348-5046;163.375.969-08;13/11/2025 23:09:27;R$ 57.969,33;auto|protocolo|ticket
3036;Thiago Quésia Santos;75vzoufdl@outlook.com;(97) 92687-2832;722.215.870-59;29/05/2024 14:44:16;R$ 11.632,52;tmp|normalizar|###|erro
3037;Igor Tavares;zer99l6ph@gov.br;(93) 998379480;263.434.130-95;08/09/2023 00:25:57;R$ 35.977,59;obs|id|duplicado|LIMPAR|duplicado
3038;Kleber Silva;kldg92e@bol.com.br;93 974124057;008.070.675-40;04/05/2025 02:54:51;R$ 75.432,79;falhou|URGENTE|###
3039;Juliana Cardoso;96zq2y2czcwd@loja.com.br;(92) 984109718;450.760.657-55;13/02/2024 22:22:47;R$ 230.779,57;erro|atenção|duplicado|auto|erro
3040;Helena Oliveira;bmbgfkf5a.m@ufpa.br;99 83806-7427;44977818673;26/12/2023 08:09:45;R$ 182.980,11;LIMPAR|reenviado|erro|###|csv
3041;Sabrina Santos;mqz1g_h5d@loja.com.br;(91) 57344-5070;667.461.855-1;04/05/2024 21:13:39;R$ 53.003,99;csv|manual|obs|manual|tmp
3042;Zuleica Thiago Pereira;a1kz_8625ykf@outlook.com;92 914438162;152.335.875-98;07/09/2025 03:52:25;R$ 126.977,44;manual|json|manual|auto|###|duplicado
3043;Vinícius Barbosa;45xps@bol.com.br;(95) 977618981;406.403.153-70;15/09/2025 20:23:02;R$ 89.311,67;normalizar|ticket|atenção|atenção|duplicado|normalizar
3044;Vinícius Araújo;7slvtoguy@empresa.com.br;(98) 96982-2887;325.966.31-28;26/03/2024 04:54:11;R$ 172.102,68;manual|csv|reenviado|erro|obs|ok|atenção|###
3045;Ursula Quésia Cardoso;n22ccr1rl0@hotmail.com;(99) 918073971;867.177.905-0;R$ 73.175,08;***|tmp|auto|LIMPAR|LIMPAR|erro|***|json
3046;Ursula Cardoso;9x32ifusvr@outlook.com;(99) 928849633;413.714.075-16;08/05/2022 17:51:45;R$ 13.912,70;URGENTE|falhou|json|ticket|###|obs|anexo|manual
3047;Otávio Cardoso;x4yk60gbljh8@gov.br;98 916443599;040.895.129-77;12/11/2021 13:06:13;R$ 141.315,49;revisar|falhou|###|obs
3048;Vinícius Santos;x0w.ib@loja.com.br;(99) 96898-7099;205.221.081-83;18/02/2023 02:42:29;R$ 142.657,73;ok|falhou|manual
3049;Patrícia Oliveira;@empresa.com.br;(99) 974463980;439.441.559-93;15/01/2021 11:51:46;R$ 248.225,43;falhou|LIMPAR|id|duplicado|id|revisar
3050;Natália Souza;p4upqqtvsqb@gov.br;(93) 983044952;992.721.460-46;14/04/2022 12:20:12;R$ 132.502,57;json|atenção|atenção|duplicado|falhou|duplicado
3051;Gabriel Castro;ocj1d7jxhjf@gov.br;(93) 99510-2075;873.490.293-94;17/11/2021 14:22:59;R$ 138.016,96;obs|duplicado|ticket
3052;Rafael Souza;eq9jbjef@bol.com.br;99 924703988;445.126.190-59;13/02/2022 02:13:32;R$ 151.529,94;ok|reenviado|URGENTE|URGENTE|###|LIMPAR|falhou|normalizar
3053;William Daniela Oliveira;q9r5xtktu@outlook.com;(98) 97101-9698;733.790.804-26;12/12/2024 16:25:05;R$ 126.265,86;falhou|ok|anexo|obs|id
3054;Juliana Larissa Monteiro;n3b@hotmail.com;(99)95006-7608;576.942.823-21;22/03/2022 13:32:54;R$ 249.919,43;manual|csv|id|pendente|obs
3055;Fernanda Almeida;s_1i87gzl@outlook.com;(98) 941356842;317.707.451-12;05/07/2025 19:50:46;R$ 117.543,76;id|tmp|normalizar|reenviado|normalizar|LIMPAR|protocolo
3056;Ursula Costa;nqz4u@empresa.com.br;(91)91936-9549;670.982.887-6;17/06/2024 05:43:24;R$ 1.765,76;revisar|reenviado|ticket|manual
3057;Rafael Monteiro;8csjjv924@outlook.com;(93) 95078-1181;192.277.964-69;08/06/2024 08:10:40;R$ 230.490,13;erro|id|duplicado|csv|tmp|auto|duplicado|***
3058;Kleber Araújo;fkwx.03hzttb@hotmail.com;(92) 913941312;663.000.477-32;R$ 167.649,58;revisar|***|csv|atenção|manual|manual|normalizar|***
3059;Quésia Almeida;hxph557k@empresa.com.br;93 949806222;922.002.372-49;05/08/2021 16:33:53;R$ 124.429,45;auto|protocolo|manual|ok
3060;Zuleica Tavares;dz9tgy0@empresa.com.br;(99)94384-6714;977.330.615-80;30/11/2021 16:56:12;R$ 176.678,72;obs|tmp|id|csv|pendente|normalizar
3061;Bruno Oliveira;k1sci4m@empresa.com.br;(99) 96719-5040;179.886.511-48;06/06/2025 12:29:15;R$ 28.779,87;protocolo|URGENTE|manual
3062;Thiago William Silva;e5rr@loja.com.br;(99) 924456712;894.100.402-24;31/10/2024 11:45:49;R$ 222.537,41;protocolo|ok|ticket|anexo|ok|json|ticket
3063;Fernanda Santos;d6z2bqfdou@loja.com.br;(93) 929436628;718.416.44-73;14/10/2022 23:15:39;R$ 240.139,20;ok|???|reenviado|csv|LIMPAR
3064;Natália Costa;o7qrbp@bol.com.br;96 947244223;358.982.729-07;26/02/2021 03:00:53;R$ 244.948,84;???|URGENTE|URGENTE|manual|reenviado|###|falhou|URGENTE
3065;Igor Helena Araújo;(98) 51282-9949;137.518.615-99;12/07/2023 09:24:06;R$ 243.254,52;revisar|obs|protocolo|***|atenção|erro|falhou|manual
3066;Ana Eduardo Mendes;ywu61gd@gmail.com;(97) 991574571;778.299.701-94;17/06/2021 20:43:48;R$ 217.300,15;ticket|json|pendente|LIMPAR|ok
3067;Gabriel Helena Almeida;nov7@GMAIL.COM;(96) 59142-3556;626.001.675-77;14/07/2023 14:53:40;R$ 175.948,96;***|duplicado|???|protocolo|pendente
3068;lsaov72dp00@loja.com.br;(98) 92974-6315;735.808.397-17;12/04/2025 15:16:19;R$ 52.133,13;###|pendente|id|erro|ticket
3069;Eduardo Costa;q.lzr7e@gov.br;(99) 99335-8591;438.457.584-7;19/02/2023 07:23:08;R$ 104.979,42;atenção|protocolo|???
3070;Thiago Lima;4y5jidk@ufpa.br;(96) 929545610;460.390.135-5;17/08/2021 06:50:17;R$ 165.913,99;revisar|csv|normalizar
3071;kleber eduardo pereira;c1ddo7hw3@hotmail.com;(93) 994127938;344.058.870-06;29/05/2021 02:23:48;R$ 66.542,59;falhou|normalizar|csv|ticket|protocolo
3072;Larissa Monteiro;odg8t4k7@gmail.com;(95)98740-3088;869.086.123-75;13/08/2021 16:38:28;R$ 198.716,15;falhou|tmp|protocolo|revisar|obs|atenção
3073;Yasmin Tavares;1mirz@gmail.com;94 968412005;218.317.814-82;27/11/2025 09:10:15;erro|***|***|###|id
3074;Eduardo Cardoso;zd9b9e0us@gov.br;(99) 968759954;738.049.112-84;17/10/2024 17:24:16;R$ 182.293,89;pendente|json|falhou|anexo|id|URGENTE|id
3075;Vinícius Sabrina Tavares;x20o.xltd@.com.br;(93) 932916603;817.299.434-09;R$ 167.651,49;manual|???|auto|ok|csv|URGENTE
